Scenario,ID,Opt-ACH,Opt-GenericWall_1Layer_definitions,Opt-H2KFoundation,Opt-ExposedFloor,Opt-Ceilings,Opt-CasementWindows,Opt-DHWSystem,Opt-DWHRSystem,Opt-HVACSystem,Opt-HRVSpec,Opt-H2K-PV
Rerun,9534, ACH_1_0, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR50,LG-avg-Double,BaseDHW, DWHR-eff-55,gas-furnace-ecm,NA,NA
Rerun,9535, ACH_0_6, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R11_under,NA,CeilR40,LG-avg-Double,BaseDHW,none,basefurnace, HRV_84,NA
Rerun,9536, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R0_under,NA, CeilR70, MG-i89-Double,BaseDHW,none,basefurnace, HRV_60,NA
Rerun,9537,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA, CeilR50,LG-avg-Double, GasInst_Low, DWHR-eff-55,basefurnace,NA,NA
Rerun,9538, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R0_under,NA, CeilR50,LG-avg-Double, GasInst_Low,  DWHR-eff-42,basefurnace, HRV_84,NA
Rerun,9539,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R15_under,NA,CeilR40, LG-avg-Triple, GasInst_Low, DWHR-eff-30,basefurnace, HRV_60,NA
Rerun,9540,ACH_3_5, Stud_2x6_R18, STEP_R20FDN_R20_under,NA, CeilR100, MG-i89-Double, GasInstantaneous, DWHR-eff-30,basefurnace, HRV_70,NA
Rerun,9541,ACH_3_5, Stud_2x6_EPS_R-40, STEP_BaseFDN_R20_under,NA, CeilR50,LG-avg-Double, ElectricStorage,none,basefurnace, HRV_84,NA
Rerun,9542, ACH_1_0,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR60, LG-avg-Triple,BaseDHW, DWHR-eff-30,basefurnace, HRV_75,NA
Rerun,9543, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR70,LG-avg-Double, GasInstantaneous, DWHR-eff-30,basefurnace, HRV_70,NA
Rerun,9544, ACH_2_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, MG-i89-Double, HPHotWater,none,basefurnace, HRV_60,NA
Rerun,9545,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_84,NA
Rerun,9546,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R11_under,NA, CeilR70, MG-i89-Double,BaseDHW,none,gas-furnace-ecm,NA,NA
Rerun,9547, ACH_2_5, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR60,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_84,NA
Rerun,9548, ACH_1_5,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR50,LG-avg-Double, HPHotWater,none,gas-furnace-ecm, HRV_60,NA
Rerun,9549, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R11_under,NA, CeilR50, MG-i89-Double,BaseDHW,none,basefurnace, HRV_75,NA
Rerun,9550,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR100, HG-avg-Triple,BaseDHW, DWHR-eff-30,basefurnace, HRV_84,NA
Rerun,9551,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR100, MG-HP-Double, GasInstantaneous, DWHR-eff-30,basefurnace, HRV_70,NA
Rerun,9552, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R15_under,NA, CeilR100,LG-avg-Double, GasInst_Low, DWHR-eff-30,basefurnace, HRV_84,NA
Rerun,9553, ACH_2_5,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR100,LG-avg-Double, HPHotWater,  DWHR-eff-42,basefurnace, HRV_70,NA
Rerun,9554, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR50,LG-avg-Double, GasInstantaneous, DWHR-eff-30, ComboHeatA, HRV_70,NA
Rerun,9555, ACH_2_5, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR70, MG-i89-Double, ElectricStorage,none,gas-furnace-ecm, HRV_60,NA
Rerun,9556, ACH_1_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, HG-avg-Triple,BaseDHW, DWHR-eff-55,gas-furnace-ecm,NA,NA
Rerun,9557, ACH_2_5, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR60, HG-i89-Triple-B,BaseDHW, DWHR-eff-55,gas-furnace-ecm,NA,NA
Rerun,9558, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R15_under,NA, CeilR80,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace,NA,NA
Rerun,9559,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R20_under,NA, CeilR100, MG-i89-Double, GasInst_Low,  DWHR-eff-42,basefurnace,NA,NA
Rerun,9560, ACH_2_5, Stud_2x6_R18, STEP_R20FDN_R0_under,NA,CeilR40, MG-HP-Double, ElectricStorage,none,basefurnace, HRV_75,NA
Rerun,9561, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R11_under,NA, CeilR100,LG-avg-Double, GasInst_Low, DWHR-eff-30,basefurnace, HRV_70,NA
Rerun,9562,ACH_3_5, Stud_2x6_XPS_R-22, STEP_R25FDN_R11_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace,NA,NA
Rerun,9563,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR100,LG-avg-Double, GasInstantaneous,none, ComboHeatA,NA,NA
Rerun,9564, ACH_1_0, Stud_2x6_XPS_R-22, STEP_BaseFDN_R20_under,NA, CeilR100,LG-avg-Double,BaseDHW, DWHR-eff-55,gas-furnace-ecm, HRV_70,NA
Rerun,9565, ACH_2_5,Stud_2x6_R16, STEP_R20FDN_R11_under,NA, CeilR50,LG-avg-Double, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_84,NA
Rerun,9566, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R0_under,NA,CeilR40,LG-avg-Double, GasInstantaneous,  DWHR-eff-42,gas-furnace-ecm, HRV_70,NA
Rerun,9567,ACH_3_5, Stud_2x6_XPS_R-30,STEP_BaseFDN_R0_under,NA,CeilR40, HG-avg-Triple,BaseDHW, DWHR-eff-30,basefurnace, HRV_70,NA
Rerun,9568,ACH_3_5, Stud_2x6_XPS_R-22, STEP_BaseFDN_R15_under,NA, CeilR50, MG-HP-Double, GasInstantaneous,none,basefurnace, HRV_84,NA
Rerun,9569, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R15_under,NA, CeilR50,LG-avg-Double,BaseDHW, DWHR-eff-30, ComboHeatA, HRV_60,NA
Rerun,9570, ACH_2_5, Stud_2x6_R18, STEP_R20FDN_R20_under,NA, CeilR100,LG-avg-Double, GasInstantaneous,  DWHR-eff-42, ComboHeatA, HRV_84,NA
Rerun,9571,ACH_3_5, Stud_2x6_R18, STEP_R16FDN_R11_under,NA, CeilR80, MG-i89-Double, GasInstantaneous, DWHR-eff-30, ComboHeatA, HRV_75,NA
Rerun,9572,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R15_under,NA,CeilR40,LG-avg-Double, GasInst_Low,  DWHR-eff-42,basefurnace, HRV_60,NA
Rerun,9573, ACH_0_6, Stud_2x6_R18, STEP_R16FDN_R11_under,NA, CeilR100,LG-avg-Double, GasInst_Low,none,basefurnace, HRV_70,NA
Rerun,9574, ACH_1_0,Stud_2x6_R16, STEP_BaseFDN_R11_under,NA, CeilR80,LG-avg-Double, GasInst_Low, DWHR-eff-55, ComboHeatA, HRV_84,NA
Rerun,9575, ACH_1_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, MG-i89-Double, ElectricStorage,none,basefurnace, HRV_84,NA
Rerun,9576, ACH_1_0,Stud_2x6_R16, STEP_R20FDN_R20_under,NA, CeilR70,LG-avg-Double, HPHotWater,none,basefurnace,NA,NA
Rerun,9577, ACH_2_5,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR50, HG-avg-Triple,BaseDHW,none,basefurnace, HRV_70,NA
Rerun,9578,ACH_3_5, Stud_2x6_R18, STEP_R16FDN_R0_under,NA,CeilR40, HG-i89-Triple-B,BaseDHW, DWHR-eff-30,basefurnace, HRV_75,NA
Rerun,9579, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R20_under,NA,CeilR40, MG-i89-Double,BaseDHW, DWHR-eff-30,basefurnace, HRV_60,NA
Rerun,9580,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA,CeilR40, HG-avg-Triple, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_60,NA
Rerun,9581, ACH_2_5, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_60,NA
Rerun,9582, ACH_1_0, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR60,LG-avg-Double, HPHotWater,none, ComboHeatA, HRV_84,NA
Rerun,9583, ACH_0_6, Stud_2x6_R18, STEP_BaseFDN_R20_under,NA, CeilR100,LG-avg-Double, GasInst_Low, DWHR-eff-55, ComboHeatA,NA,NA
Rerun,9584, ACH_1_5, Stud_2x6_R18, STEP_R16FDN_R15_under,NA, CeilR60,LG-avg-Double, GasInstantaneous, DWHR-eff-30, ComboHeatA, HRV_60,NA
Rerun,9585, ACH_2_5, Stud_2x6_XPS_R-22, STEP_R25FDN_R11_under,NA, CeilR60, MG-i89-Double, GasInst_Low,none,basefurnace,NA,NA
Rerun,9586,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R0_under,NA,CeilR40, MG-HP-Double, GasInstantaneous, DWHR-eff-55,basefurnace, HRV_60,NA
Rerun,9587, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA,CeilR40, HG-i89-Triple-B,BaseDHW,none,basefurnace,NA,NA
Rerun,9588,ACH_3_5,Stud_2x6_R16, STEP_BaseFDN_R15_under,NA, CeilR100, HG-avg-Triple, GasInst_Low,none,basefurnace, HRV_84,NA
Rerun,9589, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR100, MG-i89-Double,BaseDHW, DWHR-eff-30,gas-furnace-ecm,NA,NA
Rerun,9590, ACH_1_5,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR100,LG-avg-Double, HPHotWater,none,basefurnace, HRV_70,NA
Rerun,9591, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR100,LG-avg-Double, GasInst_Low,none,basefurnace, HRV_75,NA
Rerun,9592,ACH_3_5, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA,CeilR40, MG-HP-Double,BaseDHW, DWHR-eff-55,basefurnace, HRV_70,NA
Rerun,9593, ACH_2_5,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR80, MG-HP-Double, GasInst_Low,  DWHR-eff-42,basefurnace, HRV_84,NA
Rerun,9594,ACH_3_5, Stud_2x6_XPS_R-22, STEP_BaseFDN_R20_under,NA, CeilR70,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_75,NA
Rerun,9595, ACH_2_5, Stud_2x6_R18, STEP_R16FDN_R20_under,NA, CeilR50, MG-i89-Double, GasInst_Low, DWHR-eff-30,basefurnace, HRV_84,NA
Rerun,9596,ACH_3_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA, CeilR80, HG-HP-Triple,BaseDHW, DWHR-eff-30,gas-furnace-ecm, HRV_70,NA
Rerun,9597,ACH_3_5, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR70, LG-avg-Triple, HPHotWater,none,basefurnace,NA,NA
Rerun,9598,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R20_under,NA,CeilR40, HG-avg-Triple, GasInst_Low, DWHR-eff-55,basefurnace,NA,NA
Rerun,9599, ACH_2_5, Stud_2x6_XPS_R-22, STEP_R25FDN_R15_under,NA, CeilR100,LG-avg-Double, GasInst_Low,none,gas-furnace-ecm, HRV_60,NA
Rerun,9600,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA, CeilR100, MG-i89-Double,BaseDHW,none,basefurnace,NA,NA
Rerun,9601, ACH_1_0, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR50, LG-avg-Triple,BaseDHW, DWHR-eff-55,basefurnace, HRV_60,NA
Rerun,9602, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R20_under,NA,CeilR40, MG-i89-Double,BaseDHW,  DWHR-eff-42,basefurnace, HRV_84,NA
Rerun,9603, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR80,LG-avg-Double,BaseDHW, DWHR-eff-30,basefurnace, HRV_84,NA
Rerun,9604, ACH_2_5, Stud_2x6_XPS_R-30, STEP_R25FDN_R20_under,NA, CeilR100,LG-avg-Double, GasInstantaneous,none,basefurnace,NA,NA
Rerun,9605,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R20_under,NA, CeilR50, MG-HP-Double, GasInstantaneous,none,basefurnace, HRV_75,NA
Rerun,9606,ACH_3_5, Stud_2x6_R18, STEP_R16FDN_R0_under,NA,CeilR40,LG-avg-Double,BaseDHW,none, CCASHP-ecm,NA,NA
Rerun,9607, ACH_0_6, Stud_2x6_R18, STEP_R16FDN_R0_under,NA,CeilR40,LG-avg-Double, GasInstantaneous,none,gas-furnace-ecm, HRV_60,NA
Rerun,9608, ACH_2_5, Stud_2x6_R18, STEP_R16FDN_R0_under,NA, CeilR70,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_70,NA
Rerun,9609, ACH_1_5,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR50,LG-avg-Double, ElectricStorage, DWHR-eff-30,gas-furnace-ecm, HRV_84,NA
Rerun,9610, ACH_1_5, Stud_2x6_XPS_R-22,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double, GasInst_Low, DWHR-eff-55,gas-furnace-ecm, HRV_84,NA
Rerun,9611, ACH_0_6, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR100,LG-avg-Double,BaseDHW, DWHR-eff-30,basefurnace, HRV_75,NA
Rerun,9612,ACH_3_5,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR60, HG-i89-Triple-B,BaseDHW, DWHR-eff-55,basefurnace, HRV_84,NA
Rerun,9613, ACH_2_5,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_84,NA
Rerun,9614, ACH_2_5, Stud_2x6_XPS_R-22, STEP_R20FDN_R0_under,NA,CeilR40,LG-avg-Double, GasInstantaneous,  DWHR-eff-42,gas-furnace-ecm, HRV_60,NA
Rerun,9615,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R0_under,NA, CeilR100,LG-avg-Double, HPHotWater,none,basefurnace,NA,NA
Rerun,9616, ACH_0_6, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR50,LG-avg-Double, GasInst_Low,  DWHR-eff-42,gas-furnace-ecm,NA,NA
Rerun,9617,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R20_under,NA, CeilR50, LG-avg-Triple, GasInst_Low,  DWHR-eff-42,gas-furnace-ecm, HRV_84,NA
Rerun,9618, ACH_2_5,Stud_2x6_R16, STEP_R16FDN_R0_under,NA, CeilR50, LG-avg-Triple, HPHotWater, DWHR-eff-30,gas-furnace-ecm,NA,NA
Rerun,9619, ACH_1_0, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double, ElectricStorage,none,basefurnace, HRV_60,NA
Rerun,9620, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R20_under,NA, CeilR50, MG-HP-Double,BaseDHW, DWHR-eff-55,basefurnace,NA,NA
Rerun,9621, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R16FDN_R0_under,NA, CeilR50, MG-i89-Double,BaseDHW,none,basefurnace,NA,NA
Rerun,9622, ACH_2_5, Stud_2x6_EPS_R-40, STEP_BaseFDN_R11_under,NA, CeilR50,LG-avg-Double,BaseDHW, DWHR-eff-55,gas-furnace-ecm, HRV_70,NA
Rerun,9623, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R11_under,NA, CeilR100,LG-avg-Double, GasInstantaneous,none,gas-furnace-ecm, HRV_84,NA
Rerun,9624,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R20_under,NA, CeilR50, MG-i89-Double, GasInst_Low,none, ComboHeatA, HRV_75,NA
Rerun,9625, ACH_1_0, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA, CeilR70,LG-avg-Double,BaseDHW,  DWHR-eff-42,basefurnace,NA,NA
Rerun,9626, ACH_1_0,Stud_2x6_R16, STEP_R20FDN_R15_under,NA,CeilR40,LG-avg-Double, GasInstantaneous,  DWHR-eff-42,basefurnace, HRV_84,NA
Rerun,9627,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, HG-i89-Triple-B, GasInstantaneous,none,basefurnace,NA,NA
Rerun,9628, ACH_2_5, Stud_2x6_XPS_R-22, STEP_R16FDN_R20_under,NA, CeilR80,LG-avg-Double, GasInst_Low, DWHR-eff-30,basefurnace, HRV_84,NA
Rerun,9629, ACH_1_5,Stud_2x6_R16, STEP_R16FDN_R15_under,NA,CeilR40,LG-avg-Double, HPHotWater,none,basefurnace, HRV_75,NA
Rerun,9630,ACH_3_5, Stud_2x6_XPS_R-22, STEP_R25FDN_R0_under,NA, CeilR70,LG-avg-Double, GasInstantaneous,  DWHR-eff-42,basefurnace, HRV_84,NA
Rerun,9631,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA,CeilR40, HG-avg-Triple, HPHotWater,none,basefurnace,NA,NA
Rerun,9632, ACH_2_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA, CeilR60,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace, HRV_84,NA
Rerun,9633, ACH_0_6,Stud_2x6_R16, STEP_R20FDN_R11_under,NA,CeilR40,LG-avg-Double, GasInst_Low, DWHR-eff-30,gas-furnace-ecm, HRV_84,NA
Rerun,9634, ACH_2_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA,CeilR40, MG-i89-Double, HPHotWater, DWHR-eff-55,basefurnace,NA,NA
Rerun,9635, ACH_1_5,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA,CeilR40, HG-avg-Triple,BaseDHW,none,basefurnace, HRV_75,NA
Rerun,9636, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R11_under,NA, CeilR70, MG-i89-Double,BaseDHW, DWHR-eff-55,basefurnace, HRV_84,NA
Rerun,9637, ACH_1_0, Stud_2x4_2in_XPS_R-24, STEP_R25FDN_R15_under,NA,CeilR40,LG-avg-Double,BaseDHW,none,gas-furnace-ecm, HRV_60,NA
Rerun,9638, ACH_2_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR80, MG-i89-Double,BaseDHW, DWHR-eff-55,gas-furnace-ecm, HRV_70,NA
Rerun,9639,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R16FDN_R0_under,NA, CeilR100, MG-i89-Double, ElectricStorage, DWHR-eff-30,basefurnace,NA,NA
Rerun,9640, ACH_2_5,Stud_2x6_R16, STEP_R25FDN_R15_under,NA, CeilR100,LG-avg-Double, GasInstantaneous, DWHR-eff-55,gas-furnace-ecm, HRV_84,NA
Rerun,9641,ACH_3_5, Stud_2x6_XPS_R-22, STEP_BaseFDN_R20_under,NA,CeilR40, MG-HP-Double, HPHotWater,none,basefurnace,NA,NA
Rerun,9642, ACH_0_6,Stud_2x6_R16, STEP_R16FDN_R20_under,NA, CeilR50, MG-i89-Double,BaseDHW,none,gas-furnace-ecm, HRV_84,NA
Rerun,9643, ACH_1_5, Stud_2x4_2in_XPS_R-24, STEP_BaseFDN_R11_under,NA, CeilR60,LG-avg-Double, GasInst_Low,none,basefurnace, HRV_84,NA
Rerun,9644, ACH_2_5, Stud_2x6_EPS_R-40, STEP_BaseFDN_R11_under,NA, CeilR100, MG-i89-Double,BaseDHW,none,basefurnace,NA,NA
Rerun,9645, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R0_under,NA, CeilR70,LG-avg-Double, GasInst_Low,none,basefurnace, HRV_84,NA
Rerun,9646,ACH_3_5, Stud_2x6_EPS_R-40,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double, GasInstantaneous,none,gas-furnace-ecm, HRV_84,NA
Rerun,9647, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100,LG-avg-Double, ElectricStorage, DWHR-eff-30,gas-furnace-ecm, HRV_84,NA
Rerun,9648, ACH_1_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR50, MG-i89-Double, GasInstantaneous,none,gas-furnace-ecm, HRV_84,NA
Rerun,9649, ACH_2_5, Stud_2x6_XPS_R-30, STEP_R20FDN_R0_under,NA, CeilR60,LG-avg-Double, GasInst_Low, DWHR-eff-30,basefurnace, HRV_60,NA
Rerun,9650,ACH_3_5, Stud_2x6_XPS_R-22,STEP_BaseFDN_R0_under,NA,CeilR40, MG-HP-Double, HPHotWater,none,gas-furnace-ecm,NA,NA
Rerun,9651, ACH_0_6, Stud_2x6_R18, STEP_BaseFDN_R11_under,NA, CeilR60,LG-avg-Double,BaseDHW, DWHR-eff-30, ComboHeatA, HRV_60,NA
Rerun,9652, ACH_2_5, Stud_2x6_R18, STEP_R25FDN_R20_under,NA, CeilR70, MG-i89-Double, GasInst_Low, DWHR-eff-55,basefurnace,NA,NA
Rerun,9653, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_BaseFDN_R15_under,NA,CeilR40, LG-avg-Triple, ElectricStorage,none, ComboHeatA,NA,NA
Rerun,9654,ACH_3_5,Stud_2x6_R16, STEP_R20FDN_R15_under,NA, CeilR50, HG-i89-Triple-B,BaseDHW, DWHR-eff-30,basefurnace, HRV_60,NA
Rerun,9655, ACH_2_5, Stud_2x6_R18, STEP_R20FDN_R11_under,NA, CeilR60, MG-i89-Double, GasInstantaneous, DWHR-eff-30,gas-furnace-ecm,NA,NA
Rerun,9656,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R0_under,NA, CeilR80,LG-avg-Double, HPHotWater, DWHR-eff-55,basefurnace,NA,NA
Rerun,9657, ACH_1_5, Stud_2x6_XPS_R-30, STEP_BaseFDN_R20_under,NA, CeilR50,LG-avg-Double, GasInst_Low,none,basefurnace, HRV_70,NA
Rerun,9658,ACH_3_5,Stud_2x6_R16, STEP_R25FDN_R15_under,NA, CeilR100,LG-avg-Double, HPHotWater, DWHR-eff-30,gas-furnace-ecm, HRV_84,NA
Rerun,9659,ACH_3_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R0_under,NA, CeilR100, MG-i89-Double,BaseDHW, DWHR-eff-55,basefurnace, HRV_75,NA
Rerun,9660, ACH_1_5,Stud_2x6_R16, STEP_R25FDN_R11_under,NA, CeilR100,LG-avg-Double, ElectricStorage,none, ComboHeatA, HRV_60,NA
Rerun,9661,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA, CeilR50,LG-avg-Double, GasInstantaneous,none,basefurnace,NA,NA
Rerun,9662,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA, CeilR100, MG-HP-Double, HPHotWater,none,basefurnace, HRV_84,NA
Rerun,9663, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R20_under,NA, CeilR100,LG-avg-Double, GasInst_Low, DWHR-eff-55,basefurnace, HRV_84,NA
Rerun,9664, ACH_0_6,Stud_2x6_R16, STEP_R25FDN_R0_under,NA,CeilR40, MG-i89-Double,BaseDHW,none,gas-furnace-ecm, HRV_70,NA
Rerun,9665, ACH_0_6,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double, HPHotWater, DWHR-eff-30,basefurnace, HRV_60,NA
Rerun,9666,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R20_under,NA, CeilR50,LG-avg-Double,BaseDHW, DWHR-eff-30,gas-furnace-ecm, HRV_70,NA
Rerun,9667, ACH_2_5, Stud_2x6_R18, STEP_R20FDN_R11_under,NA, CeilR50, MG-i89-Double, ElectricStorage,none,basefurnace, HRV_60,NA
Rerun,9668,ACH_3_5, Stud_2x6_R18, STEP_R16FDN_R11_under,NA, CeilR100, HG-avg-Triple, GasInst_Low,none,basefurnace,NA,NA
Rerun,9669, ACH_0_6, Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R0_under,NA, CeilR100,LG-avg-Double, GasInst_Low,none,gas-furnace-ecm,NA,NA
Rerun,9670, ACH_2_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R0_under,NA, CeilR50,LG-avg-Double,BaseDHW,none,basefurnace, HRV_60,NA
Rerun,9671, ACH_0_6, Stud_2x6_R18, STEP_R25FDN_R0_under,NA, CeilR100, MG-i89-Double,BaseDHW,none,basefurnace,NA,NA
Rerun,9672, ACH_1_0, Stud_2x6_R18, STEP_R16FDN_R15_under,NA,CeilR40,LG-avg-Double, HPHotWater,none,basefurnace,NA,NA
Rerun,9673, ACH_0_6,Stud_2x6_R16, STEP_BaseFDN_R11_under,NA, CeilR70,LG-avg-Double, HPHotWater,none,gas-furnace-ecm,NA,NA
Rerun,9674, ACH_0_6, Stud_2x6_R18,STEP_BaseFDN_R0_under,NA, CeilR50, MG-i89-Double,BaseDHW, DWHR-eff-55,basefurnace, HRV_75,NA
Rerun,9675, ACH_1_5, Stud_2x6_R18, STEP_R20FDN_R0_under,NA, CeilR50, MG-i89-Double,BaseDHW, DWHR-eff-30,gas-furnace-ecm, HRV_70,NA
Rerun,9676,ACH_3_5, Stud_2x6_EPS_R-40, STEP_R25FDN_R11_under,NA, CeilR50,LG-avg-Double,BaseDHW, DWHR-eff-30,gas-furnace-ecm, HRV_70,NA
Rerun,9677, ACH_1_5,Stud_2x6_R16, STEP_R20FDN_R0_under,NA, CeilR100,LG-avg-Double, HPHotWater,none,gas-furnace-ecm,NA,NA
Rerun,9678, ACH_0_6, Stud_2x6_R18, STEP_R16FDN_R11_under,NA,CeilR40, MG-i89-Double,BaseDHW,none,gas-furnace-ecm, HRV_60,NA
Rerun,9679,ACH_3_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR100, HG-i89-Triple-B,BaseDHW,none,basefurnace,NA,NA
Rerun,9680, ACH_0_6, Stud_2x6_R18, STEP_BaseFDN_R20_under,NA,CeilR40,LG-avg-Double, GasInstantaneous,  DWHR-eff-42,basefurnace, HRV_60,NA
Rerun,9681, ACH_2_5, Stud_2x6_R18, STEP_R25FDN_R11_under,NA, CeilR100,LG-avg-Double, GasInstantaneous,  DWHR-eff-42,basefurnace, HRV_75,NA
Rerun,9682, ACH_2_5, Stud_2x4_2in_XPS_R-24, STEP_R20FDN_R11_under,NA, CeilR60, MG-i89-Double,BaseDHW, DWHR-eff-55,gas-furnace-ecm,NA,NA
